time,status,f0_
2024-03-09 11:43:00,approved,370
2024-03-09 11:43:00,denied,48
2024-03-09 11:43:00,reversed,3
2024-03-09 11:44:00,denied,36
2024-03-09 11:44:00,reversed,1
2024-03-09 11:44:00,approved,384
2024-03-09 11:45:00,reversed,2
2024-03-09 11:45:00,approved,358
2024-03-09 11:45:00,denied,33
2024-03-09 11:46:00,approved,366
2024-03-09 11:46:00,reversed,1
2024-03-09 11:46:00,denied,41
2024-03-09 11:46:00,refunded,3
2024-03-09 11:47:00,approved,375
2024-03-09 11:47:00,denied,45
2024-03-09 11:47:00,reversed,1
2024-03-09 11:48:00,backend_reversed,1
2024-03-09 11:48:00,approved,364
2024-03-09 11:48:00,refunded,1
2024-03-09 11:48:00,denied,34
2024-03-09 11:49:00,reversed,3
2024-03-09 11:49:00,approved,378
2024-03-09 11:49:00,denied,38
2024-03-09 11:50:00,denied,34
2024-03-09 11:50:00,approved,390
2024-03-09 11:50:00,reversed,1
2024-03-09 11:50:00,backend_reversed,2
2024-03-09 11:50:00,refunded,1
2024-03-09 11:51:00,backend_reversed,1
2024-03-09 11:51:00,denied,38
2024-03-09 11:51:00,approved,347
2024-03-09 11:51:00,reversed,2
2024-03-09 11:52:00,approved,391
2024-03-09 11:52:00,denied,43
2024-03-09 11:52:00,reversed,1
2024-03-09 11:53:00,reversed,2
2024-03-09 11:53:00,approved,366
2024-03-09 11:53:00,denied,45
2024-03-09 11:54:00,reversed,1
2024-03-09 11:54:00,denied,38
2024-03-09 11:54:00,refunded,1
2024-03-09 11:54:00,approved,293
2024-03-09 11:55:00,approved,354
2024-03-09 11:55:00,denied,36
2024-03-09 11:55:00,reversed,2
2024-03-09 11:56:00,denied,36
2024-03-09 11:56:00,approved,337
2024-03-09 11:56:00,reversed,5
2024-03-09 11:57:00,denied,28
2024-03-09 11:57:00,approved,337
2024-03-09 11:57:00,reversed,1
2024-03-09 11:58:00,reversed,2
2024-03-09 11:58:00,refunded,1
2024-03-09 11:58:00,approved,333
2024-03-09 11:58:00,denied,33
2024-03-09 11:59:00,denied,19
2024-03-09 11:59:00,reversed,1
2024-03-09 11:59:00,approved,330
2024-03-09 12:00:00,approved,339
2024-03-09 12:00:00,denied,24
2024-03-09 12:00:00,failed,1
2024-03-09 12:00:00,reversed,1
2024-03-09 12:01:00,approved,332
2024-03-09 12:01:00,refunded,1
2024-03-09 12:01:00,backend_reversed,1
2024-03-09 12:01:00,reversed,1
2024-03-09 12:01:00,denied,27
2024-03-09 12:02:00,approved,365
2024-03-09 12:02:00,denied,39
2024-03-09 12:02:00,reversed,1
2024-03-09 12:02:00,backend_reversed,1
2024-03-09 12:03:00,denied,38
2024-03-09 12:03:00,approved,354
2024-03-09 12:04:00,approved,335
2024-03-09 12:04:00,backend_reversed,1
2024-03-09 12:04:00,denied,31
2024-03-09 12:05:00,denied,36
2024-03-09 12:05:00,approved,354
2024-03-09 12:05:00,reversed,2
2024-03-09 12:06:00,denied,19
2024-03-09 12:06:00,approved,337
2024-03-09 12:06:00,refunded,1
2024-03-09 12:06:00,reversed,2
2024-03-09 12:07:00,denied,33
2024-03-09 12:07:00,backend_reversed,1
2024-03-09 12:07:00,approved,311
2024-03-09 12:08:00,approved,334
2024-03-09 12:08:00,reversed,2
2024-03-09 12:08:00,denied,42
2024-03-09 12:09:00,approved,359
2024-03-09 12:09:00,denied,27
2024-03-09 12:09:00,reversed,2
2024-03-09 12:10:00,approved,302
2024-03-09 12:10:00,reversed,1
2024-03-09 12:10:00,denied,45
2024-03-09 12:11:00,approved,325
2024-03-09 12:11:00,denied,25
2024-03-09 12:11:00,reversed,5
2024-03-09 12:12:00,approved,312
2024-03-09 12:12:00,denied,30
2024-03-09 12:12:00,reversed,2
2024-03-09 12:13:00,denied,24
2024-03-09 12:13:00,approved,336
2024-03-09 12:13:00,backend_reversed,1
2024-03-09 12:14:00,approved,303
2024-03-09 12:14:00,reversed,5
2024-03-09 12:14:00,denied,34
2024-03-09 12:14:00,backend_reversed,1
2024-03-09 12:15:00,denied,21
2024-03-09 12:15:00,approved,321
2024-03-09 12:15:00,reversed,1
2024-03-09 12:16:00,denied,30
2024-03-09 12:16:00,reversed,1
2024-03-09 12:16:00,backend_reversed,1
2024-03-09 12:16:00,approved,307
2024-03-09 12:16:00,refunded,1
2024-03-09 12:17:00,approved,307
2024-03-09 12:17:00,denied,38
2024-03-09 12:18:00,denied,25
2024-03-09 12:18:00,approved,308
2024-03-09 12:19:00,reversed,2
2024-03-09 12:19:00,refunded,1
2024-03-09 12:19:00,approved,342
2024-03-09 12:19:00,denied,35
2024-03-09 12:20:00,approved,322
2024-03-09 12:20:00,denied,32
2024-03-09 12:21:00,approved,291
2024-03-09 12:21:00,reversed,1
2024-03-09 12:21:00,refunded,1
2024-03-09 12:21:00,denied,26
2024-03-09 12:21:00,backend_reversed,2
2024-03-09 12:22:00,backend_reversed,1
2024-03-09 12:22:00,reversed,1
2024-03-09 12:22:00,approved,300
2024-03-09 12:22:00,denied,27
2024-03-09 12:23:00,denied,38
2024-03-09 12:23:00,approved,280
2024-03-09 12:24:00,approved,306
2024-03-09 12:24:00,denied,23
2024-03-09 12:24:00,reversed,1
2024-03-09 12:24:00,backend_reversed,2
2024-03-09 12:25:00,refunded,1
2024-03-09 12:25:00,denied,27
2024-03-09 12:25:00,approved,314
2024-03-09 12:25:00,reversed,1
2024-03-09 12:26:00,reversed,1
2024-03-09 12:26:00,approved,314
2024-03-09 12:26:00,denied,20
2024-03-09 12:27:00,denied,19
2024-03-09 12:27:00,refunded,1
2024-03-09 12:27:00,approved,270
2024-03-09 12:27:00,reversed,1
2024-03-09 12:28:00,failed,1
2024-03-09 12:28:00,reversed,2
2024-03-09 12:28:00,denied,28
2024-03-09 12:28:00,approved,287
2024-03-09 12:29:00,approved,291
2024-03-09 12:29:00,denied,24
2024-03-09 12:29:00,refunded,2
2024-03-09 12:29:00,reversed,2
2024-03-09 12:30:00,approved,293
2024-03-09 12:30:00,backend_reversed,1
2024-03-09 12:30:00,refunded,1
2024-03-09 12:30:00,denied,31
2024-03-09 12:31:00,reversed,1
2024-03-09 12:31:00,approved,310
2024-03-09 12:31:00,denied,21
2024-03-09 12:32:00,reversed,2
2024-03-09 12:32:00,refunded,1
2024-03-09 12:32:00,denied,36
2024-03-09 12:32:00,approved,272
2024-03-09 12:33:00,approved,263
2024-03-09 12:33:00,denied,20
2024-03-09 12:33:00,reversed,1
2024-03-09 12:34:00,approved,310
2024-03-09 12:34:00,denied,25
2024-03-09 12:34:00,refunded,1
2024-03-09 12:35:00,backend_reversed,4
2024-03-09 12:35:00,approved,292
2024-03-09 12:35:00,refunded,1
2024-03-09 12:35:00,reversed,2
2024-03-09 12:35:00,denied,29
2024-03-09 12:36:00,reversed,1
2024-03-09 12:36:00,denied,21
2024-03-09 12:36:00,approved,300
2024-03-09 12:36:00,backend_reversed,2
2024-03-09 12:37:00,approved,262
2024-03-09 12:37:00,denied,21
2024-03-09 12:37:00,reversed,1
2024-03-09 12:37:00,backend_reversed,1
2024-03-09 12:38:00,backend_reversed,1
2024-03-09 12:38:00,denied,31
2024-03-09 12:38:00,refunded,1
2024-03-09 12:38:00,reversed,3
2024-03-09 12:38:00,approved,273
2024-03-09 12:39:00,denied,22
2024-03-09 12:39:00,approved,269
2024-03-09 12:39:00,reversed,1
2024-03-09 12:40:00,approved,259
2024-03-09 12:40:00,denied,22
2024-03-09 12:40:00,refunded,1
2024-03-09 12:40:00,reversed,2
2024-03-09 12:41:00,approved,288
2024-03-09 12:41:00,reversed,2
2024-03-09 12:41:00,denied,20
2024-03-09 12:41:00,backend_reversed,1
2024-03-09 12:42:00,approved,278
2024-03-09 12:42:00,denied,27
2024-03-09 12:42:00,refunded,2
2024-03-09 12:42:00,backend_reversed,1
2024-03-09 12:43:00,reversed,4
2024-03-09 12:43:00,approved,280
2024-03-09 12:43:00,denied,18
2024-03-09 12:44:00,approved,276
2024-03-09 12:44:00,reversed,1
2024-03-09 12:44:00,denied,32
2024-03-09 12:45:00,approved,264
2024-03-09 12:45:00,reversed,1
2024-03-09 12:45:00,denied,30
2024-03-09 12:46:00,denied,32
2024-03-09 12:46:00,approved,277
2024-03-09 12:46:00,reversed,1
2024-03-09 12:47:00,approved,273
2024-03-09 12:47:00,failed,1
2024-03-09 12:47:00,denied,29
2024-03-09 12:48:00,refunded,1
2024-03-09 12:48:00,reversed,2
2024-03-09 12:48:00,denied,12
2024-03-09 12:48:00,approved,277
2024-03-09 12:49:00,approved,293
2024-03-09 12:49:00,reversed,1
2024-03-09 12:49:00,denied,24
2024-03-09 12:50:00,approved,285
2024-03-09 12:50:00,denied,29
2024-03-09 12:50:00,reversed,2
2024-03-09 12:51:00,denied,24
2024-03-09 12:51:00,approved,274
2024-03-09 12:51:00,reversed,3
2024-03-09 12:52:00,reversed,3
2024-03-09 12:52:00,denied,25
2024-03-09 12:52:00,approved,305
2024-03-09 12:53:00,approved,316
2024-03-09 12:53:00,reversed,1
2024-03-09 12:53:00,denied,27
2024-03-09 12:53:00,backend_reversed,1
2024-03-09 12:54:00,denied,39
2024-03-09 12:54:00,refunded,1
2024-03-09 12:54:00,approved,278
2024-03-09 12:54:00,reversed,1
2024-03-09 12:55:00,denied,35
2024-03-09 12:55:00,approved,233
2024-03-09 12:55:00,reversed,2
2024-03-09 12:56:00,denied,28
2024-03-09 12:56:00,reversed,3
2024-03-09 12:56:00,approved,286
2024-03-09 12:56:00,backend_reversed,1
2024-03-09 12:57:00,reversed,1
2024-03-09 12:57:00,backend_reversed,1
2024-03-09 12:57:00,denied,28
2024-03-09 12:57:00,approved,259
2024-03-09 12:58:00,denied,27
2024-03-09 12:58:00,backend_reversed,1
2024-03-09 12:58:00,approved,308
2024-03-09 12:58:00,reversed,6
2024-03-09 12:59:00,backend_reversed,4
2024-03-09 12:59:00,denied,28
2024-03-09 12:59:00,approved,293
2024-03-09 13:00:00,denied,25
2024-03-09 13:00:00,reversed,3
2024-03-09 13:00:00,refunded,1
2024-03-09 13:00:00,backend_reversed,3
2024-03-09 13:00:00,approved,294
2024-03-09 13:01:00,approved,280
2024-03-09 13:01:00,backend_reversed,2
2024-03-09 13:01:00,denied,23
2024-03-09 13:01:00,reversed,2
2024-03-09 13:02:00,approved,296
2024-03-09 13:02:00,backend_reversed,4
2024-03-09 13:02:00,refunded,1
2024-03-09 13:02:00,denied,26
2024-03-09 13:03:00,denied,31
2024-03-09 13:03:00,backend_reversed,2
2024-03-09 13:03:00,approved,283
2024-03-09 13:03:00,reversed,1
2024-03-09 13:04:00,approved,305
2024-03-09 13:04:00,backend_reversed,2
2024-03-09 13:04:00,denied,19
2024-03-09 13:05:00,approved,292
2024-03-09 13:05:00,reversed,1
2024-03-09 13:05:00,denied,21
2024-03-09 13:06:00,reversed,1
2024-03-09 13:06:00,denied,27
2024-03-09 13:06:00,approved,271
2024-03-09 13:07:00,approved,280
2024-03-09 13:07:00,reversed,1
2024-03-09 13:07:00,denied,23
2024-03-09 13:08:00,approved,291
2024-03-09 13:08:00,denied,23
2024-03-09 13:08:00,reversed,2
2024-03-09 13:09:00,approved,263
2024-03-09 13:09:00,denied,37
2024-03-09 13:09:00,reversed,3
2024-03-09 13:10:00,approved,292
2024-03-09 13:10:00,reversed,1
2024-03-09 13:10:00,failed,1
2024-03-09 13:10:00,refunded,1
2024-03-09 13:10:00,denied,29
2024-03-09 13:11:00,denied,25
2024-03-09 13:11:00,reversed,4
2024-03-09 13:11:00,approved,303
2024-03-09 13:12:00,approved,242
2024-03-09 13:12:00,reversed,5
2024-03-09 13:12:00,denied,30
2024-03-09 13:12:00,refunded,1
2024-03-09 13:13:00,denied,27
2024-03-09 13:13:00,reversed,1
2024-03-09 13:13:00,backend_reversed,1
2024-03-09 13:13:00,approved,283
2024-03-09 13:14:00,denied,24
2024-03-09 13:14:00,refunded,2
2024-03-09 13:14:00,approved,271
2024-03-09 13:14:00,reversed,1
2024-03-09 13:15:00,approved,292
2024-03-09 13:15:00,reversed,3
2024-03-09 13:15:00,denied,27
2024-03-09 13:15:00,refunded,1
2024-03-09 13:16:00,approved,308
2024-03-09 13:16:00,denied,31
2024-03-09 13:16:00,refunded,1
2024-03-09 13:17:00,reversed,1
2024-03-09 13:17:00,denied,34
2024-03-09 13:17:00,approved,310
2024-03-09 13:18:00,approved,259
2024-03-09 13:18:00,denied,39
2024-03-09 13:19:00,denied,37
2024-03-09 13:19:00,approved,286
2024-03-09 13:19:00,reversed,5
2024-03-09 13:20:00,approved,300
2024-03-09 13:20:00,denied,25
2024-03-09 13:20:00,backend_reversed,1
2024-03-09 13:20:00,reversed,2
2024-03-09 13:21:00,reversed,3
2024-03-09 13:21:00,denied,29
2024-03-09 13:21:00,approved,274
2024-03-09 13:22:00,denied,39
2024-03-09 13:22:00,approved,303
2024-03-09 13:22:00,reversed,2
2024-03-09 13:23:00,approved,256
2024-03-09 13:23:00,denied,19
2024-03-09 13:24:00,refunded,2
2024-03-09 13:24:00,approved,283
2024-03-09 13:24:00,denied,26
2024-03-09 13:24:00,reversed,2
2024-03-09 13:25:00,approved,307
2024-03-09 13:25:00,denied,33
2024-03-09 13:25:00,reversed,1
2024-03-09 13:25:00,refunded,1
2024-03-09 13:26:00,backend_reversed,1
2024-03-09 13:26:00,approved,282
2024-03-09 13:26:00,denied,33
2024-03-09 13:26:00,refunded,2
2024-03-09 13:27:00,approved,274
2024-03-09 13:27:00,denied,35
2024-03-09 13:28:00,approved,309
2024-03-09 13:28:00,denied,37
2024-03-09 13:28:00,reversed,2
2024-03-09 13:28:00,refunded,1
2024-03-09 13:29:00,denied,28
2024-03-09 13:29:00,approved,271
2024-03-09 13:29:00,reversed,1
2024-03-09 13:30:00,approved,303
2024-03-09 13:30:00,refunded,1
2024-03-09 13:30:00,denied,23
2024-03-09 13:31:00,approved,282
2024-03-09 13:31:00,denied,20
2024-03-09 13:32:00,approved,281
2024-03-09 13:32:00,reversed,1
2024-03-09 13:32:00,denied,21
2024-03-09 13:32:00,refunded,1
2024-03-09 13:33:00,approved,283
2024-03-09 13:33:00,denied,29
2024-03-09 13:33:00,refunded,1
2024-03-09 13:33:00,backend_reversed,1
2024-03-09 13:34:00,denied,22
2024-03-09 13:34:00,approved,302
2024-03-09 13:34:00,backend_reversed,1
2024-03-09 13:34:00,reversed,1
2024-03-09 13:35:00,approved,252
2024-03-09 13:35:00,denied,28
2024-03-09 13:36:00,backend_reversed,1
2024-03-09 13:36:00,reversed,1
2024-03-09 13:36:00,approved,285
2024-03-09 13:36:00,denied,26
2024-03-09 13:37:00,approved,290
2024-03-09 13:37:00,denied,28
2024-03-09 13:38:00,approved,289
2024-03-09 13:38:00,reversed,1
2024-03-09 13:38:00,denied,23
2024-03-09 13:39:00,denied,23
2024-03-09 13:39:00,approved,274
2024-03-09 13:40:00,approved,295
2024-03-09 13:40:00,reversed,2
2024-03-09 13:40:00,denied,33
2024-03-09 13:41:00,approved,306
2024-03-09 13:41:00,reversed,1
2024-03-09 13:41:00,denied,39
2024-03-09 13:42:00,reversed,3
2024-03-09 13:42:00,denied,28
2024-03-09 13:42:00,approved,283
2024-03-09 13:43:00,reversed,3
2024-03-09 13:43:00,refunded,1
2024-03-09 13:43:00,denied,26
2024-03-09 13:43:00,approved,296
2024-03-09 13:44:00,denied,30
2024-03-09 13:44:00,reversed,1
2024-03-09 13:44:00,approved,307
2024-03-09 13:45:00,denied,29
2024-03-09 13:45:00,approved,306
2024-03-09 13:45:00,reversed,1
2024-03-09 13:46:00,denied,30
2024-03-09 13:46:00,refunded,1
2024-03-09 13:46:00,approved,296
2024-03-09 13:47:00,denied,32
2024-03-09 13:47:00,approved,280
2024-03-09 13:47:00,refunded,1
2024-03-09 13:47:00,reversed,1
2024-03-09 13:48:00,reversed,2
2024-03-09 13:48:00,approved,288
2024-03-09 13:48:00,denied,34
2024-03-09 13:49:00,approved,301
2024-03-09 13:49:00,denied,30
2024-03-09 13:50:00,refunded,2
2024-03-09 13:50:00,approved,266
2024-03-09 13:50:00,denied,21
2024-03-09 13:51:00,approved,300
2024-03-09 13:51:00,denied,30
2024-03-09 13:51:00,reversed,1
2024-03-09 13:52:00,refunded,2
2024-03-09 13:52:00,denied,30
2024-03-09 13:52:00,approved,274
2024-03-09 13:52:00,reversed,1
2024-03-09 13:53:00,approved,285
2024-03-09 13:53:00,denied,24
2024-03-09 13:53:00,reversed,1
2024-03-09 13:54:00,denied,33
2024-03-09 13:54:00,approved,292
2024-03-09 13:55:00,refunded,1
2024-03-09 13:55:00,approved,279
2024-03-09 13:55:00,denied,25
2024-03-09 13:55:00,reversed,1
2024-03-09 13:56:00,reversed,3
2024-03-09 13:56:00,denied,30
2024-03-09 13:56:00,approved,266
2024-03-09 13:56:00,backend_reversed,1
2024-03-09 13:56:00,refunded,1
2024-03-09 13:57:00,approved,301
2024-03-09 13:57:00,denied,35
2024-03-09 13:57:00,backend_reversed,1
2024-03-09 13:58:00,refunded,4
2024-03-09 13:58:00,reversed,2
2024-03-09 13:58:00,backend_reversed,1
2024-03-09 13:58:00,denied,31
2024-03-09 13:58:00,approved,307
2024-03-09 13:59:00,denied,26
2024-03-09 13:59:00,backend_reversed,2
2024-03-09 13:59:00,refunded,1
2024-03-09 13:59:00,approved,300
2024-03-09 14:00:00,approved,289
2024-03-09 14:00:00,denied,22
2024-03-09 14:00:00,reversed,1
2024-03-09 14:01:00,denied,33
2024-03-09 14:01:00,approved,310
2024-03-09 14:01:00,refunded,2
2024-03-09 14:01:00,reversed,1
2024-03-09 14:02:00,denied,25
2024-03-09 14:02:00,reversed,1
2024-03-09 14:02:00,approved,269
2024-03-09 14:03:00,reversed,1
2024-03-09 14:03:00,refunded,1
2024-03-09 14:03:00,backend_reversed,1
2024-03-09 14:03:00,denied,24
2024-03-09 14:03:00,approved,317
2024-03-09 14:04:00,denied,24
2024-03-09 14:04:00,approved,295
2024-03-09 14:04:00,reversed,2
2024-03-09 14:05:00,approved,308
2024-03-09 14:05:00,denied,34
2024-03-09 14:06:00,approved,297
2024-03-09 14:06:00,denied,21
2024-03-09 14:06:00,refunded,1
2024-03-09 14:07:00,denied,27
2024-03-09 14:07:00,reversed,1
2024-03-09 14:07:00,approved,316
2024-03-09 14:07:00,refunded,1
2024-03-09 14:08:00,denied,33
2024-03-09 14:08:00,approved,267
2024-03-09 14:08:00,reversed,1
2024-03-09 14:09:00,approved,299
2024-03-09 14:09:00,denied,26
2024-03-09 14:09:00,refunded,1
2024-03-09 14:09:00,reversed,2
2024-03-09 14:10:00,reversed,1
2024-03-09 14:10:00,approved,292
2024-03-09 14:10:00,denied,28
2024-03-09 14:11:00,approved,323
2024-03-09 14:11:00,denied,24
2024-03-09 14:11:00,reversed,1
2024-03-09 14:11:00,refunded,2
2024-03-09 14:12:00,denied,39
2024-03-09 14:12:00,approved,323
2024-03-09 14:13:00,approved,285
2024-03-09 14:13:00,refunded,3
2024-03-09 14:13:00,denied,26
2024-03-09 14:14:00,denied,24
2024-03-09 14:14:00,approved,310
2024-03-09 14:14:00,reversed,3
2024-03-09 14:14:00,refunded,1
2024-03-09 14:15:00,approved,318
2024-03-09 14:15:00,refunded,1
2024-03-09 14:15:00,reversed,2
2024-03-09 14:15:00,denied,34
2024-03-09 14:16:00,reversed,2
2024-03-09 14:16:00,denied,38
2024-03-09 14:16:00,approved,311
2024-03-09 14:17:00,denied,27
2024-03-09 14:17:00,refunded,1
2024-03-09 14:17:00,approved,298
2024-03-09 14:17:00,reversed,2
2024-03-09 14:18:00,approved,341
2024-03-09 14:18:00,reversed,1
2024-03-09 14:18:00,denied,41
2024-03-09 14:19:00,reversed,1
2024-03-09 14:19:00,refunded,2
2024-03-09 14:19:00,denied,27
2024-03-09 14:19:00,approved,328
2024-03-09 14:20:00,approved,339
2024-03-09 14:20:00,denied,31
2024-03-09 14:20:00,refunded,2
2024-03-09 14:20:00,reversed,1
2024-03-09 14:21:00,approved,322
2024-03-09 14:21:00,denied,29
2024-03-09 14:21:00,reversed,2
2024-03-09 14:22:00,denied,29
2024-03-09 14:22:00,approved,340
2024-03-09 14:23:00,approved,336
2024-03-09 14:23:00,denied,36
2024-03-09 14:23:00,reversed,2
2024-03-09 14:24:00,approved,325
2024-03-09 14:24:00,denied,32
2024-03-09 14:24:00,reversed,1
2024-03-09 14:25:00,denied,36
2024-03-09 14:25:00,reversed,1
2024-03-09 14:25:00,failed,1
2024-03-09 14:25:00,approved,342
2024-03-09 14:26:00,approved,310
2024-03-09 14:26:00,reversed,1
2024-03-09 14:26:00,refunded,1
2024-03-09 14:26:00,denied,28
2024-03-09 14:27:00,denied,31
2024-03-09 14:27:00,refunded,1
2024-03-09 14:27:00,approved,340
2024-03-09 14:27:00,backend_reversed,1
2024-03-09 14:28:00,reversed,5
2024-03-09 14:28:00,approved,335
2024-03-09 14:28:00,denied,37
2024-03-09 14:28:00,refunded,2
2024-03-09 14:29:00,approved,346
2024-03-09 14:29:00,denied,34
2024-03-09 14:29:00,backend_reversed,1
2024-03-09 14:29:00,reversed,1
2024-03-09 14:30:00,denied,41
2024-03-09 14:30:00,backend_reversed,2
2024-03-09 14:30:00,reversed,6
2024-03-09 14:30:00,approved,327
2024-03-09 14:30:00,processing,1
2024-03-09 14:31:00,processing,5
2024-03-09 14:31:00,backend_reversed,2
2024-03-09 14:31:00,approved,125
2024-03-09 14:31:00,denied,11
2024-03-09 14:32:00,processing,1
2024-03-09 14:33:00,processing,8
2024-03-09 14:33:00,refunded,1
2024-03-09 14:33:00,backend_reversed,3
2024-03-09 14:33:00,approved,62
2024-03-09 14:33:00,denied,18
2024-03-09 14:33:00,reversed,122
2024-03-09 14:34:00,refunded,2
2024-03-09 14:34:00,reversed,148
2024-03-09 14:34:00,backend_reversed,3
2024-03-09 14:34:00,denied,19
2024-03-09 14:34:00,approved,102
2024-03-09 14:34:00,processing,10
2024-03-09 14:35:00,reversed,206
2024-03-09 14:35:00,processing,1
2024-03-09 14:35:00,approved,381
2024-03-09 14:35:00,backend_reversed,7
2024-03-09 14:35:00,refunded,4
2024-03-09 14:35:00,denied,73
2024-03-09 14:36:00,processing,5
2024-03-09 14:36:00,denied,44
2024-03-09 14:36:00,reversed,71
2024-03-09 14:36:00,approved,186
2024-03-09 14:36:00,refunded,4
2024-03-09 14:36:00,backend_reversed,5
2024-03-09 14:36:00,failed,1
2024-03-09 14:37:00,reversed,61
2024-03-09 14:37:00,denied,8
2024-03-09 14:37:00,processing,11
2024-03-09 14:37:00,approved,48
2024-03-09 14:37:00,backend_reversed,4
2024-03-09 14:38:00,refunded,3
2024-03-09 14:38:00,backend_reversed,5
2024-03-09 14:38:00,processing,12
2024-03-09 14:38:00,reversed,122
2024-03-09 14:38:00,approved,211
2024-03-09 14:38:00,denied,57
2024-03-09 14:39:00,backend_reversed,2
2024-03-09 14:39:00,approved,273
2024-03-09 14:39:00,reversed,121
2024-03-09 14:39:00,denied,39
2024-03-09 14:39:00,processing,1
2024-03-09 14:39:00,refunded,7
2024-03-09 14:40:00,denied,2
2024-03-09 14:40:00,approved,17
2024-03-09 14:40:00,processing,8
2024-03-09 14:40:00,backend_reversed,4
2024-03-09 14:40:00,reversed,31
2024-03-09 14:41:00,processing,7
2024-03-09 14:41:00,backend_reversed,1
2024-03-09 14:41:00,denied,62
2024-03-09 14:41:00,reversed,180
2024-03-09 14:41:00,refunded,2
2024-03-09 14:41:00,approved,248
2024-03-09 14:42:00,denied,87
2024-03-09 14:42:00,refunded,13
2024-03-09 14:42:00,backend_reversed,3
2024-03-09 14:42:00,approved,434
2024-03-09 14:42:00,reversed,193
2024-03-09 14:43:00,reversed,109
2024-03-09 14:43:00,approved,782
2024-03-09 14:43:00,backend_reversed,7
2024-03-09 14:43:00,denied,98
2024-03-09 14:43:00,refunded,11
2024-03-09 14:44:00,approved,305
2024-03-09 14:44:00,processing,14
2024-03-09 14:44:00,denied,54
2024-03-09 14:44:00,failed,1
2024-03-09 14:44:00,reversed,82
2024-03-09 14:44:00,refunded,1
2024-03-09 14:44:00,backend_reversed,6
2024-03-09 14:45:00,refunded,3
2024-03-09 14:45:00,backend_reversed,1
2024-03-09 14:45:00,reversed,116
2024-03-09 14:45:00,approved,136
2024-03-09 14:45:00,processing,2
2024-03-09 14:45:00,denied,39
2024-03-09 14:46:00,refunded,5
2024-03-09 14:46:00,failed,3
2024-03-09 14:46:00,backend_reversed,13
2024-03-09 14:46:00,processing,2
2024-03-09 14:46:00,approved,456
2024-03-09 14:46:00,reversed,139
2024-03-09 14:46:00,denied,129
2024-03-09 14:47:00,refunded,4
2024-03-09 14:47:00,backend_reversed,4
2024-03-09 14:47:00,denied,82
2024-03-09 14:47:00,approved,369
2024-03-09 14:47:00,processing,10
2024-03-09 14:47:00,reversed,63
2024-03-09 14:48:00,approved,342
2024-03-09 14:48:00,reversed,65
2024-03-09 14:48:00,backend_reversed,9
2024-03-09 14:48:00,denied,52
2024-03-09 14:48:00,processing,8
2024-03-09 14:49:00,denied,84
2024-03-09 14:49:00,backend_reversed,8
2024-03-09 14:49:00,refunded,5
2024-03-09 14:49:00,approved,107
2024-03-09 14:49:00,reversed,174
2024-03-09 14:49:00,failed,2
2024-03-09 14:50:00,denied,42
2024-03-09 14:50:00,backend_reversed,10
2024-03-09 14:50:00,refunded,3
2024-03-09 14:50:00,approved,239
2024-03-09 14:50:00,failed,2
2024-03-09 14:50:00,reversed,69
2024-03-09 14:50:00,processing,15
2024-03-09 14:51:00,approved,257
2024-03-09 14:51:00,backend_reversed,10
2024-03-09 14:51:00,processing,8
2024-03-09 14:51:00,failed,1
2024-03-09 14:51:00,reversed,159
2024-03-09 14:51:00,denied,50
2024-03-09 14:52:00,denied,94
2024-03-09 14:52:00,reversed,109
2024-03-09 14:52:00,refunded,5
2024-03-09 14:52:00,processing,8
2024-03-09 14:52:00,failed,1
2024-03-09 14:52:00,approved,558
2024-03-09 14:52:00,backend_reversed,6
2024-03-09 14:53:00,refunded,3
2024-03-09 14:53:00,backend_reversed,6
2024-03-09 14:53:00,denied,35
2024-03-09 14:53:00,failed,1
2024-03-09 14:53:00,reversed,66
2024-03-09 14:53:00,approved,243
2024-03-09 14:53:00,processing,8
2024-03-09 14:54:00,approved,14
2024-03-09 14:54:00,denied,2
2024-03-09 14:54:00,backend_reversed,4
2024-03-09 14:54:00,reversed,36
2024-03-09 14:54:00,processing,23
2024-03-09 14:56:00,denied,97
2024-03-09 14:56:00,reversed,172
2024-03-09 14:56:00,refunded,7
2024-03-09 14:56:00,backend_reversed,21
2024-03-09 14:56:00,approved,332
2024-03-09 14:56:00,processing,3
2024-03-09 14:56:00,failed,3
2024-03-09 14:57:00,approved,162
2024-03-09 14:57:00,backend_reversed,11
2024-03-09 14:57:00,denied,33
2024-03-09 14:57:00,processing,13
2024-03-09 14:57:00,failed,2
2024-03-09 14:57:00,reversed,57
2024-03-09 14:57:00,refunded,2
2024-03-09 14:58:00,reversed,179
2024-03-09 14:58:00,failed,1
2024-03-09 14:58:00,approved,171
2024-03-09 14:58:00,denied,82
2024-03-09 14:58:00,refunded,5
2024-03-09 14:58:00,backend_reversed,8
2024-03-09 14:58:00,processing,2
2024-03-09 14:59:00,approved,266
2024-03-09 14:59:00,reversed,124
2024-03-09 14:59:00,processing,12
2024-03-09 14:59:00,denied,47
2024-03-09 14:59:00,backend_reversed,2
2024-03-09 14:59:00,refunded,3
2024-03-09 15:00:00,reversed,83
2024-03-09 15:00:00,processing,2
2024-03-09 15:00:00,backend_reversed,2
2024-03-09 15:00:00,refunded,1
2024-03-09 15:00:00,approved,216
2024-03-09 15:00:00,denied,22
2024-03-09 15:01:00,reversed,95
2024-03-09 15:01:00,approved,224
2024-03-09 15:01:00,processing,6
